id,driver_id,start_ts,end_ts,vehicle_id,ambulatory_riders,handicapped_riders,total_riders,status,updated_at
138767,15392,2/24/22 10:09,2/24/22 10:22,7,1,0,1,Completed,2/24/22 10:22
138767,15392,2/24/22 10:09,2/24/22 10:22,7,1,0,1,Completed,7/24/22 0:49
138762,15392,2/22/22 15:39,2/22/22 16:08,7,1,0,1,Completed,2/22/22 16:08
138762,15392,2/22/22 15:39,2/22/22 16:08,7,1,0,1,Completed,7/24/22 0:49
138763,15392,2/22/22 18:42,2/22/22 19:03,7,1,0,1,Completed,2/22/22 19:04
138763,15392,2/22/22 18:42,2/22/22 19:03,7,1,0,1,Completed,7/24/22 0:49
138759,15392,2/22/22 10:07,2/22/22 10:22,7,1,0,1,Completed,2/22/22 10:22
138759,15392,2/22/22 10:07,2/22/22 10:22,7,1,0,1,Completed,7/24/22 0:49
138757,16576,2/21/22 22:31,2/21/22 23:20,253,1,0,1,Completed,2/21/22 23:20
138757,16576,2/21/22 22:31,2/21/22 23:20,253,1,0,1,Completed,7/24/22 0:49
138758,16576,2/21/22 23:21,2/22/22 0:25,253,1,0,1,Completed,2/22/22 0:25
138758,16576,2/21/22 23:21,2/22/22 0:25,253,1,0,1,Completed,7/24/22 0:49
138732,15392,2/18/22 15:18,2/18/22 15:36,7,1,0,1,Completed,2/18/22 19:15
138732,15392,2/18/22 15:18,2/18/22 15:36,7,1,0,1,Completed,7/24/22 0:48
138733,15392,2/18/22 15:43,2/18/22 16:13,7,1,0,1,Completed,2/18/22 19:15
138733,15392,2/18/22 15:43,2/18/22 16:13,7,1,0,1,Completed,7/24/22 0:48
138725,16576,2/18/22 4:02,2/18/22 5:18,253,13,0,13,Completed,2/18/22 19:15
138725,16576,2/18/22 4:02,2/18/22 5:18,253,13,0,13,Completed,7/24/22 0:48
138712,44,2/19/22 10:05,2/19/22 10:33,46,11,0,11,Completed,2/19/22 10:33
138712,44,2/19/22 10:05,2/19/22 10:33,46,11,0,11,Completed,7/24/22 0:48
138709,44,2/18/22 19:34,2/18/22 20:45,55,11,0,11,Completed,2/18/22 20:45
138709,44,2/18/22 19:34,2/18/22 20:45,55,11,0,11,Completed,7/24/22 0:48
138596,16576,2/17/22 20:38,2/17/22 22:31,83,15,0,15,Completed,2/18/22 19:15
138596,16576,2/17/22 20:38,2/17/22 22:31,83,15,0,15,Completed,7/24/22 0:46
138586,15715,2/17/22 11:23,2/17/22 12:39,81,13,0,13,Completed,2/18/22 19:16
138586,15715,2/17/22 11:23,2/17/22 12:39,81,13,0,13,Completed,7/24/22 0:46
138550,15392,2/20/22 10:04,2/20/22 10:16,7,1,0,1,Completed,2/20/22 10:16
138550,15392,2/20/22 10:04,2/20/22 10:16,7,1,0,1,Completed,7/24/22 0:45
138527,15392,2/19/22 12:59,2/19/22 13:23,7,1,0,1,Completed,2/19/22 13:23
138527,15392,2/19/22 12:59,2/19/22 13:23,7,1,0,1,Completed,7/24/22 0:45
138528,2167,2/19/22 18:56,2/19/22 19:36,55,1,0,1,Completed,2/19/22 19:36
138528,2167,2/19/22 18:56,2/19/22 19:36,55,1,0,1,Completed,7/24/22 0:45
138529,2167,2/19/22 20:41,2/19/22 21:14,55,1,0,1,Completed,2/19/22 21:14
138529,2167,2/19/22 20:41,2/19/22 21:14,55,1,0,1,Completed,7/24/22 0:45
138521,45,2/22/22 2:48,2/22/22 3:45,5,1,0,1,Completed,2/22/22 3:45
138521,45,2/22/22 2:48,2/22/22 3:45,5,1,0,1,Completed,7/24/22 0:44
138520,15715,2/21/22 10:48,2/21/22 12:44,81,1,0,1,Completed,2/21/22 12:44
138520,15715,2/21/22 10:48,2/21/22 12:44,81,1,0,1,Completed,7/24/22 0:44
138519,45,2/23/22 2:30,2/23/22 3:40,42,1,0,1,Completed,2/23/22 3:40
138519,45,2/23/22 2:30,2/23/22 3:40,42,1,0,1,Completed,7/24/22 0:44
138517,45,2/24/22 2:41,2/24/22 3:44,5,1,0,1,Completed,2/24/22 3:44
138517,45,2/24/22 2:41,2/24/22 3:44,5,1,0,1,Completed,7/24/22 0:44
138516,45,2/23/22 11:31,2/23/22 12:43,5,1,0,1,Completed,2/23/22 12:43
138516,45,2/23/22 11:31,2/23/22 12:43,5,1,0,1,Completed,7/24/22 0:44
138514,45,2/24/22 11:34,2/24/22 12:49,5,1,0,1,Completed,2/24/22 12:49
138514,45,2/24/22 11:34,2/24/22 12:49,5,1,0,1,Completed,7/24/22 0:44
138512,45,2/25/22 11:29,2/25/22 12:40,5,1,0,1,Completed,2/25/22 12:40
138512,45,2/25/22 11:29,2/25/22 12:40,5,1,0,1,Completed,7/24/22 0:44
138665,2167,2/17/22 3:02,2/17/22 3:41,55,14,0,14,Completed,2/18/22 19:15
138665,2167,2/17/22 3:02,2/17/22 3:41,55,14,0,14,Completed,7/24/22 0:47
138511,16576,2/28/22 2:16,2/28/22 3:32,253,1,0,1,Completed,2/28/22 3:33
138511,16576,2/28/22 2:16,2/28/22 3:32,253,1,0,1,Completed,7/24/22 0:44
138510,16576,3/1/22 2:05,3/1/22 3:38,253,1,0,1,Completed,3/1/22 3:38
138510,16576,3/1/22 2:05,3/1/22 3:38,253,1,0,1,Completed,7/24/22 0:44
138508,16576,2/21/22 2:17,2/21/22 3:34,253,1,0,1,Completed,2/21/22 3:34
138508,16576,2/21/22 2:17,2/21/22 3:34,253,1,0,1,Completed,7/24/22 0:44
138484,15392,2/17/22 13:12,2/17/22 13:56,7,1,0,1,Completed,2/18/22 19:16
138484,15392,2/17/22 13:12,2/17/22 13:56,7,1,0,1,Completed,7/24/22 0:44
138481,16576,2/18/22 1:48,2/18/22 2:32,253,1,0,1,Completed,2/18/22 19:16
138481,16576,2/18/22 1:48,2/18/22 2:32,253,1,0,1,Completed,7/24/22 0:44
138479,45,2/17/22 21:24,2/17/22 22:38,5,1,0,1,Completed,2/18/22 19:16
138479,45,2/17/22 21:24,2/17/22 22:38,5,1,0,1,Completed,7/24/22 0:44
138462,23,2/17/22 20:25,2/17/22 21:37,72,2,0,2,Completed,2/18/22 19:16
138458,24,2/17/22 18:44,2/17/22 20:15,71,4,0,4,Completed,2/18/22 19:16
138457,11,2/17/22 18:40,2/17/22 19:34,42,0,1,1,Completed,2/18/22 19:16
138455,2167,2/19/22 11:53,2/19/22 12:41,253,8,0,8,Completed,2/19/22 12:41
138455,2167,2/19/22 11:53,2/19/22 12:41,253,8,0,8,Completed,7/24/22 0:43
138454,2167,2/19/22 10:13,2/19/22 11:14,253,13,0,13,Completed,2/19/22 11:14
138454,2167,2/19/22 10:13,2/19/22 11:14,253,13,0,13,Completed,7/24/22 0:43
138453,2167,2/20/22 3:16,2/20/22 4:52,55,11,0,11,Completed,2/20/22 4:52
138453,2167,2/20/22 3:16,2/20/22 4:52,55,11,0,11,Completed,7/24/22 0:43
138451,16576,2/19/22 17:30,2/19/22 18:59,253,11,0,11,Completed,2/19/22 18:59
138450,44,2/19/22 11:56,2/19/22 12:35,46,14,0,14,Completed,2/19/22 12:35
138450,44,2/19/22 11:56,2/19/22 12:35,46,14,0,14,Completed,7/24/22 0:43
138443,23,2/17/22 11:33,2/17/22 13:24,72,1,1,2,Completed,2/18/22 19:16
138442,24,2/17/22 11:21,2/17/22 13:11,71,4,0,4,Completed,2/18/22 19:16
138435,2733,2/19/22 2:01,2/19/22 3:07,46,14,0,14,Completed,2/19/22 3:07
138435,2733,2/19/22 2:01,2/19/22 3:07,46,14,0,14,Completed,7/24/22 0:43
138432,33,2/16/22 15:52,2/16/22 16:04,72,0,1,1,Completed,2/18/22 19:17
138410,3843,2/16/22 21:47,2/16/22 22:23,83,1,0,1,Completed,2/18/22 19:17
138409,15392,2/16/22 13:22,2/16/22 13:58,7,1,0,1,Completed,2/18/22 19:17
138315,15392,2/17/22 16:48,2/17/22 17:15,7,1,0,1,Completed,2/18/22 19:17
138315,15392,2/17/22 16:48,2/17/22 17:15,7,1,0,1,Completed,7/24/22 0:41
138306,16576,2/16/22 13:22,2/16/22 14:02,253,1,0,1,Completed,2/18/22 19:17
138306,16576,2/16/22 13:22,2/16/22 14:02,253,1,0,1,Completed,7/24/22 0:41
138269,15392,2/15/22 16:04,2/15/22 16:28,7,1,0,1,Completed,2/18/22 19:17
138261,45,2/16/22 21:30,2/16/22 21:58,5,1,0,1,Completed,2/18/22 19:17
138261,45,2/16/22 21:30,2/16/22 21:58,5,1,0,1,Completed,7/24/22 0:40
138218,15392,2/15/22 13:49,2/15/22 14:07,7,1,0,1,Completed,2/18/22 19:17
138135,3843,2/14/22 19:59,2/14/22 20:36,81,1,0,1,Completed,2/18/22 19:17
138071,15392,2/15/22 12:30,2/15/22 12:46,7,1,0,1,Completed,2/18/22 19:18
138064,15392,2/16/22 12:00,2/16/22 12:24,7,1,0,1,Completed,2/18/22 19:18
138064,15392,2/16/22 12:00,2/16/22 12:24,7,1,0,1,Completed,7/24/22 0:36
138057,15392,2/15/22 13:28,2/15/22 13:49,7,1,0,1,Completed,2/18/22 19:18
138057,15392,2/15/22 13:28,2/15/22 13:49,7,1,0,1,Completed,7/24/22 0:36
138058,15392,2/15/22 15:39,2/15/22 16:02,7,1,0,1,Completed,2/18/22 19:18
138059,2167,2/15/22 21:40,2/15/22 22:11,51,1,0,1,Completed,2/18/22 19:18
138059,2167,2/15/22 21:40,2/15/22 22:11,51,1,0,1,Completed,7/24/22 0:36
138056,16576,2/15/22 23:39,2/16/22 0:38,81,2,0,2,Completed,2/18/22 19:18
138056,16576,2/15/22 23:39,2/16/22 0:38,81,2,0,2,Completed,7/24/22 0:36
138006,3843,2/14/22 21:17,2/14/22 22:06,81,1,0,1,Completed,2/18/22 19:18
137991,15392,2/13/22 20:22,2/13/22 20:46,7,1,0,1,Completed,2/18/22 19:18
137991,15392,2/13/22 20:22,2/13/22 20:46,7,1,0,1,Completed,7/24/22 0:35
137945,3843,2/14/22 22:06,2/14/22 23:06,81,1,0,1,Completed,2/18/22 19:18
137945,3843,2/14/22 22:06,2/14/22 23:06,81,1,0,1,Completed,7/24/22 0:34
137778,16576,2/12/22 3:11,2/12/22 4:47,253,13,0,13,Completed,2/18/22 19:18
137778,16576,2/12/22 3:11,2/12/22 4:47,253,13,0,13,Completed,7/24/22 0:31
137777,2167,2/12/22 3:33,2/12/22 4:17,55,10,0,10,Completed,2/18/22 19:19
137777,2167,2/12/22 3:33,2/12/22 4:17,55,10,0,10,Completed,7/24/22 0:31
137704,15392,2/12/22 21:14,2/12/22 21:41,7,1,0,1,Completed,2/18/22 19:19
137703,15392,2/12/22 21:50,2/12/22 22:12,7,1,0,1,Completed,2/18/22 19:19
137703,15392,2/12/22 21:50,2/12/22 22:12,7,1,0,1,Completed,7/24/22 0:30
137700,15392,2/12/22 12:58,2/12/22 13:20,7,1,0,1,Completed,2/18/22 19:19
137700,15392,2/12/22 12:58,2/12/22 13:20,7,1,0,1,Completed,7/24/22 0:30
137583,16914,2/11/22 18:06,2/11/22 19:35,5,7,0,7,Completed,2/18/22 19:20
137583,16914,2/11/22 18:06,2/11/22 19:35,5,7,0,7,Completed,7/24/22 0:28
137561,15392,2/11/22 12:26,2/11/22 12:45,7,1,0,1,Completed,2/18/22 19:20
137490,15392,2/10/22 21:07,2/10/22 21:37,7,1,0,1,Completed,2/18/22 19:20
137483,16576,2/10/22 19:40,2/10/22 22:10,43,1,0,1,Completed,2/18/22 19:20
137483,16576,2/10/22 19:40,2/10/22 22:10,43,1,0,1,Completed,7/24/22 0:26
137484,15392,2/10/22 20:40,2/10/22 21:03,7,1,0,1,Completed,2/18/22 19:20
137484,15392,2/10/22 20:40,2/10/22 21:03,7,1,0,1,Completed,7/24/22 0:26
137438,16576,2/11/22 4:03,2/11/22 5:17,253,13,0,13,Completed,2/18/22 19:20
137438,16576,2/11/22 4:03,2/11/22 5:17,253,13,0,13,Completed,7/24/22 0:25
137437,2167,2/11/22 4:11,2/11/22 5:04,55,10,0,10,Completed,2/18/22 19:20
137437,2167,2/11/22 4:11,2/11/22 5:04,55,10,0,10,Completed,7/24/22 0:25
137420,15392,2/10/22 15:23,2/10/22 15:52,7,9,0,9,Completed,2/18/22 19:20
137420,15392,2/10/22 15:23,2/10/22 15:52,7,9,0,9,Completed,7/24/22 0:24
137392,45,2/14/22 23:53,2/15/22 0:25,42,0,1,1,Completed,2/18/22 19:21
137392,45,2/14/22 23:53,2/15/22 0:25,42,0,1,1,Completed,7/24/22 0:24
137393,45,2/15/22 1:13,2/15/22 1:57,42,0,1,1,Completed,2/18/22 19:20
137393,45,2/15/22 1:13,2/15/22 1:57,42,0,1,1,Completed,7/24/22 0:24
137357,15392,2/14/22 14:55,2/14/22 15:15,7,1,0,1,Completed,2/18/22 19:21
137357,15392,2/14/22 14:55,2/14/22 15:15,7,1,0,1,Completed,7/24/22 0:23
137355,15392,2/14/22 10:15,2/14/22 10:31,7,1,0,1,Completed,2/18/22 19:21
137355,15392,2/14/22 10:15,2/14/22 10:31,7,1,0,1,Completed,7/24/22 0:23
137354,2167,2/15/22 23:35,2/16/22 0:16,51,1,0,1,Completed,2/18/22 19:21
137354,2167,2/15/22 23:35,2/16/22 0:16,51,1,0,1,Completed,7/24/22 0:23
137351,15392,2/15/22 14:42,2/15/22 15:17,7,1,0,1,Completed,2/18/22 19:21
137351,15392,2/15/22 14:42,2/15/22 15:17,7,1,0,1,Completed,7/24/22 0:23
137353,2167,2/15/22 21:00,2/15/22 21:40,51,1,0,1,Completed,2/18/22 19:21
137353,2167,2/15/22 21:00,2/15/22 21:40,51,1,0,1,Completed,7/24/22 0:23
137349,15392,2/15/22 10:01,2/15/22 10:15,7,1,0,1,Completed,2/18/22 19:21
137349,15392,2/15/22 10:01,2/15/22 10:15,7,1,0,1,Completed,7/24/22 0:23
137337,15392,2/17/22 10:18,2/17/22 10:35,7,1,0,1,Completed,2/18/22 19:21
137337,15392,2/17/22 10:18,2/17/22 10:35,7,1,0,1,Completed,7/24/22 0:23
137334,15392,2/18/22 14:43,2/18/22 15:17,7,1,0,1,Completed,2/18/22 19:21
137334,15392,2/18/22 14:43,2/18/22 15:17,7,1,0,1,Completed,7/24/22 0:23
137335,16576,2/18/22 21:21,2/18/22 21:38,253,1,0,1,Completed,2/18/22 21:38
137335,16576,2/18/22 21:21,2/18/22 21:38,253,1,0,1,Completed,7/24/22 0:23
137336,16576,2/18/22 23:29,2/19/22 0:21,253,2,0,2,Completed,2/19/22 0:21
137336,16576,2/18/22 23:29,2/19/22 0:21,253,2,0,2,Completed,7/24/22 0:23
137330,16576,2/16/22 20:44,2/16/22 21:54,83,15,0,15,Completed,2/18/22 19:21
137330,16576,2/16/22 20:44,2/16/22 21:54,83,15,0,15,Completed,7/24/22 0:23
137328,16576,2/14/22 20:17,2/14/22 21:56,253,14,0,14,Completed,2/18/22 19:21
137328,16576,2/14/22 20:17,2/14/22 21:56,253,14,0,14,Completed,7/24/22 0:23
137316,2167,2/14/22 2:15,2/14/22 3:11,55,5,0,5,Completed,2/18/22 19:21
137316,2167,2/14/22 2:15,2/14/22 3:11,55,5,0,5,Completed,7/24/22 0:22
137247,15602,2/23/22 10:03,2/23/22 11:03,46,10,0,10,Completed,2/23/22 11:03
137247,15602,2/23/22 10:03,2/23/22 11:03,46,10,0,10,Completed,7/24/22 0:21
137246,3843,2/24/22 2:17,2/24/22 3:37,81,20,0,20,Completed,2/24/22 3:37
137246,3843,2/24/22 2:17,2/24/22 3:37,81,20,0,20,Completed,7/24/22 0:21
137243,2190,2/23/22 18:47,2/23/22 19:49,46,12,0,12,Completed,2/23/22 19:49
137243,2190,2/23/22 18:47,2/23/22 19:49,46,12,0,12,Completed,7/24/22 0:21
137242,15715,2/23/22 15:13,2/23/22 16:48,81,13,0,13,Completed,2/23/22 16:48
137242,15715,2/23/22 15:13,2/23/22 16:48,81,13,0,13,Completed,7/24/22 0:21
137240,44,2/24/22 2:08,2/24/22 3:11,51,5,0,5,Completed,2/24/22 3:11
137240,44,2/24/22 2:08,2/24/22 3:11,51,5,0,5,Completed,7/24/22 0:21
137236,15602,2/24/22 10:01,2/24/22 11:05,46,9,0,9,Completed,2/24/22 11:05
137236,15602,2/24/22 10:01,2/24/22 11:05,46,9,0,9,Completed,7/24/22 0:21
137233,16914,2/24/22 19:58,2/24/22 20:37,55,9,0,9,Completed,2/24/22 20:37
137233,16914,2/24/22 19:58,2/24/22 20:37,55,9,0,9,Completed,7/24/22 0:21
137232,16914,2/24/22 17:46,2/24/22 18:59,51,12,0,12,Completed,2/24/22 18:59
137232,16914,2/24/22 17:46,2/24/22 18:59,51,12,0,12,Completed,7/24/22 0:21
137228,45,2/26/22 3:50,2/26/22 4:47,46,12,0,12,Completed,2/26/22 4:47
137228,45,2/26/22 3:50,2/26/22 4:47,46,12,0,12,Completed,7/24/22 0:21
137226,2190,2/25/22 19:22,2/25/22 20:37,46,9,0,9,Completed,2/25/22 20:37
137226,2190,2/25/22 19:22,2/25/22 20:37,46,9,0,9,Completed,7/24/22 0:21
137222,15602,2/25/22 19:51,2/25/22 20:39,55,11,0,11,Completed,2/25/22 20:39
137222,15602,2/25/22 19:51,2/25/22 20:39,55,11,0,11,Completed,7/24/22 0:21
137221,15602,2/25/22 17:37,2/25/22 19:01,51,12,0,12,Completed,2/25/22 19:01
137221,15602,2/25/22 17:37,2/25/22 19:01,51,12,0,12,Completed,7/24/22 0:21
137220,15602,2/25/22 11:57,2/25/22 12:38,46,14,0,14,Completed,2/25/22 12:38
137220,15602,2/25/22 11:57,2/25/22 12:38,46,14,0,14,Completed,7/24/22 0:21
137219,21,2/25/22 9:55,2/25/22 11:06,51,11,0,11,Completed,2/25/22 11:06
137219,21,2/25/22 9:55,2/25/22 11:06,51,11,0,11,Completed,7/24/22 0:21
137214,2733,3/1/22 3:21,3/1/22 4:54,51,12,0,12,Completed,3/1/22 4:54
137214,2733,3/1/22 3:21,3/1/22 4:54,51,12,0,12,Completed,7/24/22 0:21
137212,15602,2/28/22 11:56,2/28/22 12:36,46,10,0,10,Completed,2/28/22 12:36
137212,15602,2/28/22 11:56,2/28/22 12:36,46,10,0,10,Completed,7/24/22 0:21
137211,15602,2/28/22 9:59,2/28/22 11:04,46,9,0,9,Completed,2/28/22 11:04
137211,15602,2/28/22 9:59,2/28/22 11:04,46,9,0,9,Completed,7/24/22 0:21
137207,2733,2/28/22 17:48,2/28/22 19:58,51,12,0,12,Completed,2/28/22 19:58
137207,2733,2/28/22 17:48,2/28/22 19:58,51,12,0,12,Completed,7/24/22 0:21
137206,2733,2/28/22 15:18,2/28/22 16:37,51,13,0,13,Completed,2/28/22 16:37
137206,2733,2/28/22 15:18,2/28/22 16:37,51,13,0,13,Completed,7/24/22 0:21
137205,21,2/28/22 10:02,2/28/22 11:09,55,11,0,11,Completed,2/28/22 11:09
137205,21,2/28/22 10:02,2/28/22 11:09,55,11,0,11,Completed,7/24/22 0:20
137201,2733,2/21/22 23:20,2/22/22 0:37,51,12,0,12,Completed,2/22/22 0:37
137201,2733,2/21/22 23:20,2/22/22 0:37,51,12,0,12,Completed,7/24/22 0:20
137200,16576,2/21/22 9:52,2/21/22 11:00,253,12,0,12,Completed,2/21/22 11:00
137200,16576,2/21/22 9:52,2/21/22 11:00,253,12,0,12,Completed,7/24/22 0:20
137197,15602,2/22/22 11:55,2/22/22 12:54,46,11,0,11,Completed,2/22/22 12:54
137197,15602,2/22/22 11:55,2/22/22 12:54,46,11,0,11,Completed,7/24/22 0:20
137196,15602,2/22/22 9:58,2/22/22 11:00,46,10,0,10,Completed,2/22/22 11:00
137196,15602,2/22/22 9:58,2/22/22 11:00,46,10,0,10,Completed,7/24/22 0:20
137193,2733,2/22/22 19:27,2/22/22 20:40,51,11,0,11,Completed,2/22/22 20:40
137193,2733,2/22/22 19:27,2/22/22 20:40,51,11,0,11,Completed,7/24/22 0:20
137189,44,2/23/22 2:10,2/23/22 2:55,51,5,0,5,Completed,2/23/22 2:55
137189,44,2/23/22 2:10,2/23/22 2:55,51,5,0,5,Completed,7/24/22 0:20
137139,2167,2/10/22 6:34,2/10/22 8:21,55,15,0,15,Completed,2/18/22 19:22
137137,3843,2/9/22 20:47,2/9/22 21:49,83,6,0,6,Completed,2/18/22 19:22
137137,3843,2/9/22 20:47,2/9/22 21:49,83,6,0,6,Completed,7/24/22 0:19
137131,16576,2/10/22 5:04,2/10/22 6:28,253,10,0,10,Completed,2/18/22 19:22
137131,16576,2/10/22 5:04,2/10/22 6:28,253,10,0,10,Completed,7/24/22 0:19
136978,11,2/16/22 20:21,2/16/22 21:52,42,3,1,4,Completed,2/18/22 19:22
136977,23,2/16/22 20:30,2/16/22 22:52,72,4,1,5,Completed,2/18/22 19:23
136976,24,2/16/22 20:12,2/16/22 21:53,71,5,0,5,Completed,2/18/22 19:23
136973,24,2/16/22 18:39,2/16/22 20:12,71,4,0,4,Completed,2/18/22 19:23
136972,11,2/16/22 18:40,2/16/22 19:48,42,3,0,3,Completed,2/18/22 19:23
136970,23,2/16/22 13:42,2/16/22 15:37,72,3,1,4,Completed,2/18/22 19:23
136969,11,2/16/22 13:13,2/16/22 14:44,42,2,1,3,Completed,2/18/22 19:23
136965,24,2/16/22 11:05,2/16/22 13:02,71,5,0,5,Completed,2/18/22 19:23
136962,11,2/16/22 11:29,2/16/22 13:13,42,4,0,4,Completed,2/18/22 19:23
136960,23,2/15/22 18:29,2/15/22 20:00,72,1,1,2,Completed,2/18/22 19:23
136957,11,2/15/22 11:36,2/15/22 13:05,42,0,1,1,Completed,2/18/22 19:23
136908,15392,2/9/22 19:33,2/9/22 20:16,7,1,0,1,Completed,2/18/22 19:23
136906,15392,2/9/22 16:43,2/9/22 17:37,7,1,0,1,Completed,2/18/22 19:23
136904,15715,2/9/22 12:41,2/9/22 14:13,81,13,0,13,Completed,2/18/22 19:23
136904,15715,2/9/22 12:41,2/9/22 14:13,81,13,0,13,Completed,7/24/22 0:15
136898,2167,2/9/22 4:27,2/9/22 6:06,55,13,0,13,Completed,2/18/22 19:23
136898,2167,2/9/22 4:27,2/9/22 6:06,55,13,0,13,Completed,7/24/22 0:15
136887,16576,2/9/22 4:18,2/9/22 5:53,253,10,0,10,Completed,2/18/22 19:23
136887,16576,2/9/22 4:18,2/9/22 5:53,253,10,0,10,Completed,7/24/22 0:15
136762,6,2/8/22 13:32,2/8/22 13:54,51,1,0,1,Completed,2/18/22 19:24
136762,6,2/8/22 13:32,2/8/22 13:54,51,1,0,1,Completed,7/24/22 0:13
136677,3843,2/8/22 8:14,2/8/22 9:25,83,13,0,13,Completed,2/18/22 19:24
136666,15392,2/8/22 16:10,2/8/22 16:22,7,1,0,1,Completed,2/18/22 19:24
136666,15392,2/8/22 16:10,2/8/22 16:22,7,1,0,1,Completed,7/24/22 0:11
136640,16576,2/7/22 22:16,2/7/22 23:43,253,7,0,7,Completed,2/18/22 19:24
136640,16576,2/7/22 22:16,2/7/22 23:43,253,7,0,7,Completed,7/24/22 0:10
136635,23,2/15/22 20:00,2/15/22 21:21,71,2,0,2,Completed,2/18/22 19:24
136628,23,2/15/22 13:29,2/15/22 15:32,72,2,0,2,Completed,2/18/22 19:25
136622,11,2/14/22 20:17,2/14/22 21:46,42,2,1,3,Completed,2/18/22 19:25
136617,24,2/14/22 18:41,2/14/22 20:28,71,5,0,5,Completed,2/18/22 19:25
137339,15392,2/17/22 14:48,2/17/22 15:21,7,1,0,1,Completed,2/18/22 19:21
137339,15392,2/17/22 14:48,2/17/22 15:21,7,1,0,1,Completed,7/24/22 0:23
138921,23,2/18/22 20:26,2/18/22 21:56,72,3,0,3,Completed,2/18/22 21:56
138919,24,2/18/22 20:12,2/18/22 21:23,71,2,0,2,Completed,2/18/22 21:23
138918,24,2/18/22 18:44,2/18/22 20:12,71,4,0,4,Completed,2/18/22 20:12
138917,33,2/18/22 18:52,2/18/22 20:08,41,3,1,4,Completed,2/18/22 20:08
138916,11,2/18/22 18:40,2/18/22 20:31,42,4,1,5,Completed,2/18/22 20:31
138915,23,2/18/22 18:32,2/18/22 20:04,72,1,1,2,Completed,2/18/22 20:04
138903,23,2/18/22 10:52,2/18/22 13:16,72,2,2,4,Completed,2/18/22 19:14
138895,2190,2/17/22 19:00,2/17/22 19:44,46,6,0,6,Completed,2/18/22 19:15
138869,11,2/25/22 17:48,2/25/22 19:13,42,7,0,7,Completed,2/25/22 19:13
138869,11,2/25/22 17:48,2/25/22 19:13,42,7,0,7,Completed,7/24/22 0:51
138863,15715,2/23/22 11:56,2/23/22 12:39,81,1,0,1,Completed,2/23/22 12:39
